id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
53223576,Staycation 3-bedroom apt near Ho Man Tin MTR,56570136,The Grand Blossom,,Kowloon City,22.30711,114.1854,Entire home/apt,900,1,3,2022-08-06,0.34,43,0,3,
53244868,A 2ppl Double Bed PochiStudio 2min CausewayBay MTR,25048995,Moey,,Wan Chai,22.27613,114.17907,Private room,420,5,1,2021-12-05,0.10,26,0,1,
53284135,Bright Leafy Studio Apartment in Tai Ping Shan,1522942,Matilda,,Central & Western,22.28491,114.14669,Entire home/apt,800,30,0,,,1,0,0,
53300905,E Double RM in Tsim Sha Tsui 尖沙咀雙人大床房 Next to MTR,230759689,Alice,,Yau Tsim Mong,22.29633,114.17539,Private room,522,1,0,,,5,88,0,
53301143,B Double Room in Tsim Sha Tsui 尖沙咀雙人房 Next to MTR,230759689,Alice,,Yau Tsim Mong,22.29682,114.17588,Private room,329,1,0,,,5,0,0,
53305140,900-foot large leisure studio in Wanchai,402523463,Kamhung,,Wan Chai,22.27813,114.17351,Entire home/apt,616,1,13,2022-09-11,1.36,5,91,13,
53316523,Spacious Open View Mid-levels Apartment &  Terrace,64851943,Bronwyn,,Central & Western,22.28147,114.14673,Entire home/apt,1200,10,1,2022-02-05,0.13,1,0,1,
53319558,Cozy 1 Bedroom Unit in Kennedy Town /HKU,77074642,Vrushali,,Central & Western,22.28585,114.13258,Entire home/apt,464,7,1,2022-08-13,0.86,1,43,1,
53330665,"繁榮都市𥚃
一個寧靜住宅
HappyValley in HK",431781935,Mag,,Wan Chai,22.26913,114.18612,Entire home/apt,500,1,0,,,1,0,0,
53346055,2-bedroom Staycation (24 hrs stay),56570136,The Grand Blossom,,Kowloon City,22.3089,114.18489,Entire home/apt,1100,1,2,2022-08-07,0.23,43,0,2,
53403148,Spacious loft-style apartment in Sheung Wan,16635433,Ewan,,Central & Western,22.28653,114.15012,Entire home/apt,2286,3,0,,,1,311,0,
53411397,Lovely Sai Kung waterfront apartment with rooftop,62575799,Rory,,Sai Kung,22.352615,114.256073,Entire home/apt,1321,1,89,2022-09-11,9.57,1,320,89,
53437769,Cozy 2 bedrooms apartment located at Mid-Level,216207826,Sam,,Central & Western,22.28255,114.15102,Entire home/apt,570,28,2,2022-08-15,0.28,3,179,2,
53438763,銅鑼灣海都大廈服務式公寓,198109516,Caie,,Wan Chai,22.2827,114.18398,Private room,280,28,0,,,58,227,0,
53449862,Convenient Rental Unit with amenities,432429611,Mohit,,Sai Kung,22.30505,114.2738,Shared room,3755,1,0,,,1,365,0,
53467593,Mong Kok Luxury Studio *2A,14861546,Tane Residence,,Yau Tsim Mong,22.32091,114.17136,Entire home/apt,270,60,0,,,115,16,0,
53474513,Large 1 bedroom apt on Hollywood Rd (520sq ft),36999408,Sunhera,,Central & Western,22.28672,114.14612,Entire home/apt,793,10,3,2022-09-11,0.34,1,25,3,
53504833,銅鑼灣百德大廈A座公寓式住宅,198109516,Caie,,Wan Chai,22.28085,114.18618,Entire home/apt,300,28,0,,,58,15,0,
53522253,Cozy 1-bedroom flat with rooftop in city’s heart,73469516,Fai,,Yau Tsim Mong,22.32162,114.16946,Entire home/apt,1000,2,0,,,1,76,0,
53523871,"Loft with a view, Wanchai - Ideal for quarantine",7491512,Martin,,Wan Chai,22.276776284870138,114.17002411146731,Entire home/apt,1000,5,1,2022-08-19,1,1,0,1,
53533308,Pet Friendly Weave Residences - Mid-Levels (Studio,396588956,Weave,,Central & Western,22.283957,114.14669,Entire home/apt,1090,30,0,,,11,63,0,
53534781,10 mins to Luxury Houseboat~ Perfect Holiday,31947768,Nuts,,Southern,22.24136,114.16388,Entire home/apt,3351,1,23,2022-08-20,2.42,22,165,23,
53537291,"Lovely 2BR flat with study room, several amenities",142940484,Ankit,,Yau Tsim Mong,22.32098,114.15643,Entire home/apt,650,30,1,2022-08-14,0.88,1,6,1,
53547380,740sf 1 Bedroom Service Suite near TST w Kitchen,92754244,Mandy,,Yau Tsim Mong,22.30033,114.18348,Entire home/apt,1100,3,0,,,1,0,0,
53550443,Cute & cosy K-Town studio - disinfected,422819286,Ka Man Carmen,,Central & Western,22.28132,114.12908,Entire home/apt,1229,1,14,2022-02-27,1.45,1,0,14,
53575553,Quiet room with good sunlight for lady only,27923913,Mathew,,Kowloon City,22.32321,114.18888,Private room,250,14,0,,,1,91,0,
53595334,Weave Studios - Prince Edward Studio Double,396588956,Weave,,Yau Tsim Mong,22.32511,114.16605,Private room,650,30,0,,,11,63,0,
53618211,Designer 4 bedroom villa with stunning views,7377947,Shveitta,,Sai Kung,22.31977,114.27536,Entire home/apt,9064,1,3,2022-09-10,0.39,1,79,3,
53629925,"Soft beddings, great view
Barry travel
TLS ..wV",210227860,Barry,,Sha Tin,22.41705842174224,114.2273778501096,Entire home/apt,392,1,0,,,1,341,0,
53632174,2-bedroom staycation,56570136,The Grand Blossom,,Kowloon City,22.30736,114.1855,Entire home/apt,900,1,2,2022-08-07,0.78,43,0,2,
53632784,Newly Renovated Blue House Loft w/ Seaview Balcony,144396092,Yip,,Islands,22.20527,114.03055,Entire home/apt,914,20,2,2022-01-01,0.23,1,240,2,
53656971,舒適安靜的高層單位,121793707,Berna,,Sha Tin,22.37282,114.17365,Entire home/apt,620,30,1,2022-01-21,0.13,1,343,1,
53665611,"Lovely 2BR, family-oriented pad in HK next to MTR!",434593154,Lou,,Eastern,22.29167,114.20024,Entire home/apt,820,5,8,2022-08-17,1.43,1,261,8,
53729298,小瑜船 Yoga Yacht,435162847,J,,Kwun Tong,22.3091,114.22116,Entire home/apt,6143,1,1,2022-01-09,0.12,1,365,1,
53731397,Lovely 2-bed condo in heart of natural Lamma,6380401,Rebecca,,Islands,22.230518,114.115807,Entire home/apt,882,2,67,2022-09-07,7.56,1,323,67,
53762712,Cloud Nine ONE,39571070,Davy,,Islands,22.19972,114.13617,Private room,500,1,1,2022-02-13,0.14,1,0,1,
53768572,旺角地鐵站附近新裝修 700呎studio 全身鏡桌遊唱k麻將 乾淨舒適多打卡位值得一試,402523463,Kamhung,,Yau Tsim Mong,22.32093,114.16884,Entire home/apt,437,1,6,2022-08-28,0.66,5,91,6,
53772548,"Quiet, Lovely 1-bedroom, Plenty of sunlight.",409393402,K,,Wan Chai,22.27884,114.1831,Entire home/apt,500,30,0,,,2,311,0,
53802151,北極熊旅舍-旺角全自助化無人酒店,435811060,Lo,,Yau Tsim Mong,22.319851,114.170639,Private room,779,1,4,2022-08-22,0.58,3,365,4,
53839094,"Cozy, Quiet Design Flat in NoHo",6394019,Madelon,,Central & Western,22.28294,114.15286,Entire home/apt,900,10,0,,,1,0,0,
53856142,銅鑼灣1380呎休閒工作室 全身鏡麻將唱k桌面遊戲 舒適乾淨 值得一試,402523463,Kamhung,,Wan Chai,22.27722,114.1802,Entire home/apt,688,1,1,2022-09-11,1,5,91,1,
53867835,旺角區經濟家庭房Budget Family Rm@Mong Kok06,24358640,Janis,,Yau Tsim Mong,22.31613,114.17036,Private room,238,21,0,,,40,18,0,
53882340,"Bright, spacious flat on Hollywood Rd, Sheung Wan",29631704,Stelios,,Central & Western,22.28346,114.14976,Entire home/apt,700,5,0,,,1,2,0,
53907448,Cosy flat in the center of HK with big terrace/BBQ,119734960,Guillaume,,Central & Western,22.28804,114.14939,Entire home/apt,980,31,0,,,1,165,0,
53927329,Tung chung  getaway G/F house for rent 35 -45 days,340132708,John,,Islands,22.27922,113.94063,Private room,1140,21,0,,,1,365,0,
53932271,Studio for 3 persons in Causeway Bay in quite area,113180787,Amarjeet,,Wan Chai,22.27886,114.18751,Private room,274,1,0,,,3,75,0,
53949187,700foot studio in Wan Chai singing k majian switch,402523463,Kamhung,,Wan Chai,22.27611,114.17552,Entire home/apt,505,1,4,2022-09-01,0.45,5,91,4,
53959681,Studio near PP3 (Wan Chai) 6B -Newly renovated,6067974,Wilson,,Wan Chai,22.27736,114.17065,Entire home/apt,900,30,0,,,52,258,0,
53959687,新裝修灣仔1房 9B@ 太古廣場三座,6067974,Wilson,,Wan Chai,22.27688,114.17042,Entire home/apt,900,30,0,,,52,342,0,
53961812,銅鑼灣百德新街銅鑼灣大廈,198109516,Caie,,Wan Chai,22.28071,114.18488,Private room,288,28,0,,,58,350,0,
54012325,朋友聚會過夜首選．連接多個大型商場．地點方便．食肆林立．2房1廳,32266720,Nikki,,Tuen Mun,22.39169,113.9772,Entire home/apt,580,3,0,,,1,0,0,
54024654,銅鑼灣百德新街百德大廈D座服務室公寓,198109516,Caie,,Wan Chai,22.28027,114.18625,Private room,320,30,0,,,58,15,0,
54041268,Bright 1 bedroom in the centre of Soho,16654566,Ricky,,Central & Western,22.2826,114.14984,Entire home/apt,800,6,0,,,1,291,0,
54042745,Private Rm furnished for Girl-2min Tai Wai Station,135022182,Tracy,,Sha Tin,22.37605,114.17839,Private room,353,86,0,,,3,103,0,
54060084,Seaview studio with balcony and rooftop,227915905,Woj,,Islands,22.22804,114.11136,Entire home/apt,600,7,5,2022-05-31,0.76,1,319,5,
54090134,"Cosy studio, new and very convenient in Hung Hom",438418910,Jiajia,,Kowloon City,22.31077,114.18754,Private room,300,3,2,2022-03-30,0.25,1,0,2,
54149377,地鐵銅鑼灣站步行3分鐘，特別優惠！,366329206,Yumi,,Wan Chai,22.28266,114.18484,Private room,260,30,0,,,20,0,0,
54149531,特惠studio，地鐵銅鑼灣站步行3分鐘,366329206,Yumi,,Wan Chai,22.27857,114.18902,Private room,280,30,0,,,20,0,0,
54149841,特別優惠！銅鑼灣地鐵站 E出口附近,366329206,Yumi,,Wan Chai,22.28182,114.18462,Private room,230,30,0,,,20,0,0,
54189983,A 2ppl DoubleBed HKManStudio 1min CausewayBay MTR,25048995,Moey,,Wan Chai,22.280164,114.185389,Private room,430,5,1,2022-08-30,1,26,0,1,
54219589,2 bedroom + office condo with pool/tennis court,9398262,David,,Central & Western,22.27601,114.12959,Entire home/apt,1600,90,0,,,1,358,0,
54251492,放鬆遊行,113559472,Tum,,Sha Tin,22.3851,114.1902,Entire home/apt,3000,1,0,,,1,365,0,
54254024,studio，地鐵銅鑼灣站步行3分鐘,366329206,Yumi,,Wan Chai,22.27791,114.18756,Private room,380,30,0,,,20,0,0,
54297546,Chill 24,227758456,Hung Pan Wallace,,Tsuen Wan,22.36358,114.11764,Shared room,150,1,0,,,1,0,0,
54310393,"[STYLISH] Single Room, Wifi & Air-con, near MTR",259890228,Maggie,,Yau Tsim Mong,22.29961,114.17464,Private room,198,28,1,2022-06-16,0.32,4,0,1,
54312930,Newly renovated 7G!! TKO MTR,6067974,Wilson,,Sai Kung,22.30831,114.26245,Entire home/apt,1200,30,0,,,52,258,0,
54329869,二房一廳，月租包全屋傢俬，厨具，電器，拎包入住便可，交通方便適合學生,255681869,Cy,,Sha Tin,22.38313,114.1876,Entire home/apt,11000,1,0,,,1,365,0,
520745636925278518,"Mui Wo, Private Room ideal for 2. With gas BBQ.",92104579,Paul,,Islands,22.26223,113.98992,Private room,479,2,12,2022-09-03,1.59,2,362,12,
538212816886645006,Bohemian Style Flat【只限乾淨清潔女生】太子/奧運站 新裝修單人套房,440134849,Lilly,,Yau Tsim Mong,22.32284,114.16069,Entire home/apt,280,15,0,,,2,361,0,
541675771806343382,Luxury Apartment with Premier Service,206462295,Raymond,,Sai Kung,22.29805,114.27093,Entire home/apt,3900,7,0,,,1,200,0,
542203619964482095,"Cosy&fancy 3 BR (630sqft), balcony, 5min Soho.",68802313,Pierre,,Central & Western,22.28467,114.1522,Entire home/apt,2000,3,0,,,1,365,0,
544277907720757751,246846454,232539989,鵬,,Islands,22.208269181196943,114.03132899425889,Private room,1000,1,0,,,1,365,0,
545962945131751432,Beautiful 2 bed apartment with a rooftop lounge,67860328,Ben,,Central & Western,22.28482,114.13496,Entire home/apt,1450,3,0,,,1,0,0,
546609909691430266,Ground Floor Apartment with Beach View Terrace,441842756,Concerto Inn,,Islands,22.21933,114.11864,Private room,1109,1,1,2022-08-17,1,5,277,1,
547517808956740463,Hop Inn - Single,2846792,Hop Inn,,Yau Tsim Mong,22.29587,114.1754,Private room,329,1,0,,,7,0,0,
547519116729221310,Hop Inn - Double,2846792,Hop Inn,,Yau Tsim Mong,22.29669,114.17395,Private room,611,1,0,,,7,0,0,
548188520847927920,铜锣湾告士打道海宫大厦,198109516,Caie,,Wan Chai,22.28076,114.18443,Entire home/apt,420,28,0,,,58,140,0,
549040450610349807,⭐❤20% OFF 2BR 4 GUESTS PRINCE EDWARD MTR 太子兩房一廳⭐❤,128901758,Wilson,,Yau Tsim Mong,22.32322,114.16867,Entire home/apt,600,28,0,,,6,282,0,
550960207821824204,"Elegant 1 Bed Apt w Yoga Room in Happy Valley, HK",1193205,Lisa,,Wan Chai,22.2677,114.18604,Entire home/apt,590,5,4,2022-08-28,0.59,1,231,4,
551325072747972808,深水埗 文青咖啡店樓上 5分鐘到地鐵站,15508128,Jacky,,Sham Shui Po,22.32809,114.16189,Entire home/apt,358,2,1,2022-08-20,1,1,258,1,
555439001254187576,Rare Excellent Home Office in HKSAR,436316879,Eva,,Yau Tsim Mong,22.32491,114.16795,Entire home/apt,222,31,0,,,1,363,0,
556040454793073002,Modern stylish flat by Victoria Park - CWB,7182275,Joseph,,Wan Chai,22.27809,114.18738,Entire home/apt,1350,1,17,2022-07-31,2.31,1,0,17,
556232223880931056,佐敦服務式公寓(B7) Jordan Service Apartment (B7),166183091,Pineapple,,Yau Tsim Mong,22.3039,114.17209,Entire home/apt,270,28,0,,,53,0,0,
556913445113916071,Welcome to Utopia,136742313,Matthew,,Southern,22.24634,114.15399,Entire home/apt,18000,1,10,2022-09-11,1.69,2,360,10,
558288594640734112,Lovely 3-bedroom rooftop with amazing terrace,3105066,Dieter,,Central & Western,22.28481,114.14201,Entire home/apt,1271,5,3,2022-09-03,0.48,1,41,3,
558938918858666760,Loft Vibes in Sheung Wan,171064382,Kayla,,Central & Western,22.28676,114.14495,Entire home/apt,1000,10,1,2022-08-26,1,1,227,1,
558985888484029708,"2-bedroom Apartments, Olympic station near airport",7967220,Carissa,,Yau Tsim Mong,22.31359,114.16439,Entire home/apt,900,30,0,,,1,365,0,
559060212336751386,1-bedroom Balcony Apartment (2 Single Beds),441842756,Concerto Inn,,Islands,22.216944,114.121666,Private room,930,1,1,2022-08-16,0.94,5,297,1,
559228115285035306,AT boat,203054756,Kevin,,Kwun Tong,22.30846,114.22074,Entire home/apt,4001,1,13,2022-08-27,2.07,1,358,13,
559668446988067913,深圳光明温馨全新LOFT公寓,189149508,Alice,,Tuen Mun,22.371381270220397,113.99741544741168,Entire home/apt,588,3,0,,,1,364,0,
559886134874490851,市區Cozi 浪漫森林風，VR打機唱k打卡生日紀念日，鄰近太子站,444581781,Candice,,Yau Tsim Mong,22.3225,114.17117,Entire home/apt,789,1,20,2022-08-11,2.87,1,358,20,
560346940505831746,★佐敦雙人大床套房★一分鐘到地鐵站★,189829763,Yannes,,Yau Tsim Mong,22.30604,114.17104,Private room,172,20,0,,,5,0,0,
560682679546230181,可以短租可以长租的无敌海景房 也可以隔离,366834303,Joanna,,Yau Tsim Mong,22.302853,114.184715,Entire home/apt,2023,7,0,,,4,358,0,
561411004413290151,（Long term tenant preferred) Full furnished flat,37337842,Cindy,,Yuen Long,22.45841,114.0051,Entire home/apt,563,7,3,2022-09-01,0.85,1,235,3,
561965781549228921,**無敵維港煙花景！地鐵上蓋頂級住宅「盈翠半島」，樓下即青衣站及機場快綫，15分鐘抵達香港站、中環！,163124554,Wilson,,Kwai Tsing,22.35544,114.10726,Entire home/apt,998,5,2,2022-08-24,0.57,1,5,2,
562145647678068701,銅鑼灣地鐵站 cozy 一房一廳p,366329206,Yumi,,Wan Chai,22.27867,114.19151,Entire home/apt,530,30,0,,,20,0,0,
562444372814142730,Stunning villa in South Lantau - whitesands,11430960,Stan,,Islands,22.23776,113.96165,Entire home/apt,4143,14,2,2022-07-03,0.43,1,195,2,
562574737826729627,Lovely 1-Bedroom Flat with gorgeous views,22908007,Nicolas,,Islands,22.24221,113.98048,Entire home/apt,700,2,0,,,1,228,0,
562649777543119538,Partial Beach View Balcony Apartment,441842756,Concerto Inn,,Islands,22.217407,114.121048,Entire home/apt,947,1,0,,,5,297,0,
562702448160485376,Ground  Floor Apartment with Open View Terrace,441842756,Concerto Inn,,Islands,22.217686,114.12101,Entire home/apt,1094,1,4,2022-08-31,0.73,5,294,4,
562709204169027354,1-Bedroom Apartment w. Sea View Balcony (2 beds),441842756,Concerto Inn,,Islands,22.22124,114.1217,Entire home/apt,1209,1,3,2022-06-30,0.86,5,296,3,
564074870045232979,海景公寓陽光充足,353326613,Savi,,Wan Chai,22.28063,114.18466,Entire home/apt,300,28,0,,,98,258,0,
564812839929779947,Beautiful Home for Family Fun on Lamma,46437163,Hong,,Islands,22.22771,114.11126,Entire home/apt,1464,1,7,2022-08-21,1.38,3,104,7,
564926955551488674,海都大厦舒適房間位置優越,198109516,Caie,,Wan Chai,22.28254,114.18239,Private room,300,30,0,,,58,199,0,
566248966142326634,Long Stay - Premium 2-bedroom Kowloon Apt,416571902,Inotel,,Kowloon City,22.32971,114.20175,Entire home/apt,814,2,1,2022-04-27,0.21,3,0,1,
566312982161526743,尖沙咀地鐵站側旅館式雙人套房,50172398,Gloria,,Yau Tsim Mong,22.29954,114.17339,Private room,529,1,1,2022-08-28,1,44,365,1,
567257381033681578,"Bright,Modern 2 beds Apartments at Lai Chi Kok MTR",42745897,Jeffrey,,Sham Shui Po,22.3338,114.14829,Entire home/apt,980,30,0,,,1,253,0,
567585780888508250,Amazing holiday house with pool in Lantau,446247696,Maxi,,Islands,22.26709,113.9983,Entire home/apt,1657,14,2,2022-07-14,0.51,1,122,2,
568379424237705252,-佐敦地鐵站側 特色雙人套房,50172398,Gloria,,Yau Tsim Mong,22.3042,114.17254,Private room,393,1,3,2022-03-26,0.44,44,352,3,
568408952410664946,Lovely 1-bed beachfront apartment in Hong Kong,1426808,Aino,,Islands,22.29439,114.01376,Entire home/apt,860,30,4,2022-09-13,0.91,1,176,4,
568649778106006094,"Bright 2 bed, 2 bath + office in Sheung Wan/Soho",215161158,Rose,,Central & Western,22.28294,114.15053,Entire home/apt,1199,7,2,2022-05-13,0.38,1,233,2,
568987594597769789,Beautiful and Spacious Lamma Home,53252991,Katie,,Islands,22.228447,114.110718,Entire home/apt,1785,2,21,2022-08-16,3.60,1,44,21,
569084406216094173,"Cozy & stylish 2 bedroom apartment, near HKU（可隔离）",169826410,Elena,,Central & Western,22.278975,114.129532,Entire home/apt,600,14,0,,,3,93,0,
569257829778497467,Newly furnished house near nature. Private & Chill,51096316,Eric,,Yuen Long,22.43284,114.10739,Entire home/apt,550,1,5,2022-09-12,0.74,1,319,5,
569377930441477883,2房 沙田第一城私人住宅 5分鍾到鐵路站,26933201,Chun Yuen,,Sha Tin,22.38531,114.20362,Entire home/apt,550,3,0,,,1,0,0,
569783172648708647,1 bedroom apartment in Soho,144996698,Sabrina,,Central & Western,22.28291,114.15298,Entire home/apt,500,1,1,2022-05-19,0.25,1,258,1,
570037480458940217,Lovely 2-bedroom apartment in the heart of Wanchai,13988969,Stephanie,,Wan Chai,22.27575,114.17567,Entire home/apt,800,21,1,2022-03-20,0.17,1,154,1,
570114630784712213,Nice Sai Kung house close to hiking and beach,11692532,Nathan,,Sai Kung,22.379171,114.264603,Private room,10000,1,0,,,1,358,0,
571296331894863633,陽光旅館 5號房 特色旅店 Sexy Room 尖沙咀地鐵站 B1 隔離步行只需20秒,119690131,Cannis,,Yau Tsim Mong,22.3,114.1718,Private room,971,1,1,2022-08-25,1,4,365,1,
571350636937546338,Bright and modern 3-bedroom flat with sea view,254552343,Elizabeth,,Sai Kung,22.30231,114.25595,Entire home/apt,1550,1,2,2022-04-16,0.38,1,0,2,
571503083433762788,Old Peak Road Condo with Pool,31410435,Tom,,Central & Western,22.27647,114.15185,Entire home/apt,1000,30,0,,,1,280,0,
571601585911434036,1 Bedroom DB Duplex with Terrace,22458775,Lawrence,,Islands,22.29649,114.01122,Entire home/apt,1100,30,0,,,1,227,0,
571999270476425993,Castle Villa Luxury Vacation House 豪華渡假屋別墅/獨立屋(月租),380621393,ECrent Worldwide Company,,Tuen Mun,22.376396,113.984711,Entire home/apt,13500,31,0,,,8,363,0,
572401555479454248,Short Term Rent - 1 Private Bedroom in a Flatshare,9195299,Elina,,Central & Western,22.286306,114.150497,Private room,400,30,0,,,1,363,0,
572634237988511671,"位置方便,乾淨歡迎短租",4090623,Lau,,Eastern,22.28599,114.21115,Shared room,350,1,0,,,1,365,0,
572742655282109019,Lovely 2 bedroom apartment with open view,395863604,France,,Central & Western,22.28452,114.13266,Entire home/apt,1000,90,0,,,1,91,0,
572973671602134471,"Modern 2-bed, sea view, A+ location, quiet, secure",75846992,Dean,,Central & Western,22.283482,114.126129,Entire home/apt,740,7,1,2022-04-24,0.21,1,0,1,
573488506822817964,Furnished luxury apartment in Tai Tam w/sea views!,447496526,Andrey,,Southern,22.228788,114.217361,Entire home/apt,1500,7,1,2022-06-03,0.28,1,139,1,
573512936952301430,Newly Renovated Lux 1BR Apartment in Central,267770044,Hmlet,,Central & Western,22.27972,114.15559,Entire home/apt,800,90,1,2022-06-23,0.35,10,89,1,
573667732948459054,CWB Premier Coliving Capsule Apartment 銅鑼灣共享住宿睡眠倉,318629530,John,,Wan Chai,22.28237328721998,114.18401310686075,Shared room,224,4,4,2022-09-02,4,4,107,4,
573747985875026459,尖沙咀地鐵站旅館雙人套房,50172398,Gloria,,Yau Tsim Mong,22.29961,114.17315,Private room,529,1,5,2022-08-12,0.76,44,365,5,
573760123046312943,TST MTR B1 exit Hostel room double bed,50172398,Gloria,,Yau Tsim Mong,22.29976,114.17139,Private room,429,1,3,2022-09-01,2.65,44,347,3,
574022803202444220,麻雀BBQ打邊爐按摩缸-佐敦公寓,50172398,Gloria,,Yau Tsim Mong,22.30511,114.16826,Entire home/apt,1437,1,1,2022-03-07,0.15,44,350,1,
574096908710703962,vShare®M18服務式公寓,25375849,Nick Lik Hang,,Yuen Long,22.44465,114.02418,Private room,300,28,0,,,2,0,0,
574835638853679432,Near light railway station 25sqm house +50sqm yard,292752610,Hongxiu,,Yuen Long,22.44302,114.00631,Entire home/apt,850,365,1,2022-03-17,0.16,2,365,1,
574928252321431027,Bright one bedroom in Prince Edward MTR,12526206,Mrs,,Yau Tsim Mong,22.29967,114.17309,Entire home/apt,295,180,0,,,4,363,0,
575267161531396905,整租-電動麻雀/打邊爐/日式新裝公寓-佐敦地鐵站C出口3分鐘,50172398,Gloria,,Yau Tsim Mong,22.30336,114.17036,Entire home/apt,1437,1,3,2022-08-14,1.13,44,348,3,
575711586488986528,美好居所,213276569,Laula,,North,22.50406,114.1278,Entire home/apt,2000,30,5,2022-07-08,0.80,1,0,5,
576475954041288362,Unique Experience with Nature (Lamma/Pak Kok),402298644,Lucy,,Islands,22.199269648959795,114.13431449359837,Entire home/apt,1180,2,12,2022-09-12,4.74,1,330,12,
576484193482989146,high-rise sea view serviced apartment with pool,119066280,Jin,,Eastern,22.28135,114.22475,Entire home/apt,700,180,0,,,1,365,0,
576501058114082034,灣仔鴻業C,396156611,Ken,,Wan Chai,22.27854,114.17845,Entire home/apt,409,1,2,2022-08-09,0.32,15,0,2,
576509040244166404,銅鑼灣鳳鳴居亭B,396156611,Ken,,Wan Chai,22.27887,114.18298,Entire home/apt,380,1,0,,,15,0,0,
577065239078295229,灣仔新基居亭D,396156611,Ken,,Wan Chai,22.27803,114.17126,Entire home/apt,408,1,0,,,15,0,0,
577211092941557809,Beautiful house with a garden on the beach,1129471,Alex,,Islands,22.29703,114.01531,Entire home/apt,2300,6,3,2022-08-13,1.64,1,37,3,
577662208238246644,Cute private single room in entertainment home!,229248065,Eric Yh,,Kwun Tong,22.32744,114.21193,Private room,320,1,4,2022-09-10,0.98,1,352,4,
577893047183517446,尖沙咀金馬倫道居亭D,396156611,Ken,,Yau Tsim Mong,22.29946,114.17304,Entire home/apt,400,1,0,,,15,0,0,
577920344220193432,Lovely bedroom in City Prime location,525065,Cecilia,,Wan Chai,22.27732,114.17116,Private room,1159,1,7,2022-09-11,1.17,6,181,7,
577958049900503865,JustInn Single/Double Room(809)正旅館雙人/單人房 可月租尖沙咀正中心,30077570,Just Inn,,Yau Tsim Mong,22.29819,114.17126,Private room,470,3,0,,,8,45,0,
577967427936951539,Unique Loft with a view,448546912,Alix,,Central & Western,22.28126,114.12275,Entire home/apt,2500,5,0,,,1,362,0,
578853255693437067,在香港的私人房間,233756676,Man Yee,,Yau Tsim Mong,22.29719,114.17352,Entire home/apt,267,30,0,,,1,365,0,
579375890666442873,Spacious Place for Nature Lovers,169948725,Tabatha,,Tai Po,22.43066,114.32847,Entire home/apt,851,1,11,2022-08-28,2.00,1,343,11,
579528963043111887,2-bedrooms apartment in Prince Edward mtr,12526206,Mrs,,Yau Tsim Mong,22.32384,114.1655,Entire home/apt,480,180,0,,,4,89,0,
579611860760263532,Luxury houseboat experience in Hong Kong Kwun Tong,66859143,Joanna,,Kwun Tong,22.30949,114.2194,Private room,983,2,2,2022-06-20,0.44,2,91,2,
580193696910816246,Spacious 4 bedroom Lamma home surrounded by nature,374908624,Elle,,Islands,22.22488,114.11325,Entire home/apt,2786,2,14,2022-09-11,2.73,1,1,14,
580274359169935253,不接受隔離之用 Staycation Partel 波希米亞房 Room Bohemian,33510290,Vivian,,Yau Tsim Mong,22.29731,114.17084,Private room,1080,1,8,2022-06-10,1.28,5,318,8,
581436693433728099,Soho 20k/mth modern 1bed apartment in quiet street,48246338,Kris,,Central & Western,22.28353,114.15246,Entire home/apt,1000,20,0,,,1,0,0,
581676199504766338,不接受隔離之用 Staycation Partel 貴族英倫房 Room Elizabeth,33510290,Vivian,,Yau Tsim Mong,22.29904,114.17233,Private room,980,1,7,2022-06-20,1.15,5,343,7,
581676440399221012,不接受隔離之用 Staycation Partel 和風房 Room Sushi,33510290,Vivian,,Yau Tsim Mong,22.29925,114.17236,Private room,980,1,5,2022-05-27,0.82,5,344,5,
582180630795334658,Modern apartment in a new & luxurious building,20221364,Vincent,,Central & Western,22.2858,114.13888,Entire home/apt,900,90,0,,,1,168,0,
582378115264317134,不接受隔離之用 Staycation Partel 田園房 Room Cozy Garden,33510290,Vivian,,Yau Tsim Mong,22.29911,114.17241,Private room,980,1,3,2022-05-13,0.50,5,344,3,
582476449259450088,Highrise  2 bedroom apartment with seaview,61756531,Jeffrey,,Sai Kung,22.29645,114.26894,Entire home/apt,930,5,1,2022-05-28,0.27,2,240,1,
583210465090101127,Peaceful 4-bedroom house with green outdoor space,36254888,Benno,,Islands,22.22376,113.91515,Entire home/apt,1400,30,0,,,2,270,0,
583264275537998938,Lovely 2 bedroom unit on Caine Road,29902525,Aditya,,Central & Western,22.279787,114.153854,Entire home/apt,1200,14,1,2022-08-28,1,1,0,1,
583873716742076366,灣仔德華居亭G,396156611,Ken,,Wan Chai,22.27897,114.17663,Entire home/apt,330,1,0,,,15,0,0,
583920254941072944,High Rise 2 bedroom Condo in Lohas Park,61756531,Jeffrey,,Sai Kung,22.29614,114.27052,Entire home/apt,950,5,0,,,2,172,0,
584444247512032215,Lovely 1 bedroom rental unit,198360105,Evy,,Islands,22.2948,114.01989,Entire home/apt,800,4,0,,,1,103,0,
584586119693541577,Lovely 1 bedroom serviced apartment in Sheung Wan,91050631,Gautam,,Central & Western,22.28384,114.14949,Private room,342,1,1,2022-04-11,0.19,1,0,1,
584668440191970671,Mongkok MTR 1 min cozy 2R2B elevator apt.,5795405,Anthony,,Yau Tsim Mong,22.31716,114.17255,Entire home/apt,599,28,0,,,1,0,0,
